n,delta_n,z
62397,0.9149929168,57092.8130288906
62398,0.9612766426,59981.7399457318
62399,1.0000000000,62399.0000000000
62400,1.0000000000,62400.0000000000
62401,1.0000000000,62401.0000000000
62402,1.0000000000,62402.0000000000
62403,1.0000000000,62403.0000000000
62404,0.9836242172,61382.0856509482
62405,0.9362361615,58425.8176607331
62406,0.8939706418,55789.1318744687
62407,0.8663205253,54064.4650203043
62408,0.8594961026,53639.4327710428
62409,0.8750303293,54609.7678197694
62410,0.9094345741,56757.8117722784
62411,0.9549821782,59601.3927244810
62412,1.0000000000,62412.0000000000
62413,1.0000000000,62413.0000000000
62414,1.0000000000,62414.0000000000
62415,1.0000000000,62415.0000000000
62416,1.0000000000,62416.0000000000
62417,0.9897136996,61774.9599891725
62418,0.9424482693,58825.7360735904
62419,0.8989141191,56109.3203983662
62420,0.8688887456,54236.0355031978
62421,0.8591157021,53626.8612426251
62422,0.8717901169,54418.8826773771
62423,0.9040657377,56434.4955414888
62424,0.9486941976,59221.2865928331
62425,0.9956529204,62153.6335547974
62426,1.0000000000,62426.0000000000
62427,1.0000000000,62427.0000000000
62428,1.0000000000,62428.0000000000
62429,1.0000000000,62429.0000000000
62430,0.9956899503,62160.9235996451
62431,0.9487364235,59230.5636579127
62432,0.9041059272,56445.1412465671
62433,0.8718218785,54430.4553427347
62434,0.8591348785,53639.2270042379
62435,0.8688944030,54249.4220488689
62436,0.8989089085,56124.2766119904
62437,0.9424380459,58843.0042732970
62438,0.9897064267,61795.2898673199
62439,1.0000000000,62439.0000000000
62440,1.0000000000,62440.0000000000
62441,1.0000000000,62441.0000000000
62442,1.0000000000,62442.0000000000
62443,1.0000000000,62443.0000000000
62444,0.9550757654,59638.7510942272
62445,0.9095264109,56795.3767307644
62446,0.8751098914,54647.1122795524
62447,0.8595554825,53676.6612167543
62448,0.8663565142,54102.2316011936
62449,0.8939859039,55828.5257096573
62450,0.9362391355,58468.1340110100
62451,0.9836276487,61428.5302917604
62452,1.0000000000,62452.0000000000
62453,1.0000000000,62453.0000000000
62454,1.0000000000,62454.0000000000
62455,1.0000000000,62455.0000000000
62456,1.0000000000,62456.0000000000
62457,0.9614410361,60048.7227930083
62458,0.9151548353,57158.7407018894
62459,0.8787412341,54885.2987414508
62460,0.8603777500,53739.1942625896
62461,0.8641884279,53978.0733921040
62462,0.8893177599,55548.5659201401
62463,0.9301228426,58098.2631171722
62464,0.9774406056,61054.8499883960
62465,1.0000000000,62465.0000000000
62466,1.0000000000,62466.0000000000
62467,1.0000000000,62467.0000000000
62468,1.0000000000,62468.0000000000
62469,1.0000000000,62469.0000000000
62470,0.9678066764,60458.8830773058
62471,0.9209694590,57533.8830709209
62472,0.8827028699,55144.2136854817
62473,0.8616002832,53826.7544917726
62474,0.8624007075,53877.6217980805
62475,0.8849246372,55285.6667099215
62476,0.9241144027,57734.9714243109
62477,0.9711699426,60675.7845042838
62478,1.0000000000,62478.0000000000
62479,1.0000000000,62479.0000000000
62480,1.0000000000,62480.0000000000
62481,1.0000000000,62481.0000000000
62482,1.0000000000,62482.0000000000
62483,0.9741469286,60867.6225368208
62484,0.9269476132,57919.3946616607
62485,0.8869803130,55422.9648567642
62486,0.8632200393,53939.1673764141
62487,0.8610024445,53801.4597508767
62488,0.8808257279,55041.0380870976
62489,0.9182388049,57379.8246804379
62490,0.9648408367,60292.9038834841
62491,1.0000000000,62491.0000000000
62492,1.0000000000,62492.0000000000
62493,1.0000000000,62493.0000000000
62494,1.0000000000,62494.0000000000
62495,1.0000000000,62495.0000000000
62496,0.9804359404,61273.3245299878
62497,0.9330657852,58313.8123790978
62498,0.8915576732,55720.5714613170
62499,0.8652323251,54076.1550843865
62500,0.8600012049,53750.0753040325
62501,0.8770391662,54815.8249283310
62502,0.9125206859,57034.3679081201
62503,0.9584788978,59907.8065491286
62504,1.0000000000,62504.0000000000
62505,1.0000000000,62505.0000000000
62506,1.0000000000,62506.0000000000
62507,1.0000000000,62507.0000000000
62508,1.0000000000,62508.0000000000
62509,0.9866478716,61674.3718080943
62510,0.9392997069,58715.6246781084
62511,0.8964177065,56035.9672486965
62512,0.8676307986,54237.3364809191
62513,0.8594029810,53723.8585494184
62514,0.8735819416,54611.1014993500
62515,0.9069842239,56700.1187570326
62516,0.9521100675,59522.1129797721
62517,0.9988274041,62443.6928222505
62518,1.0000000000,62518.0000000000
62519,1.0000000000,62519.0000000000
62520,1.0000000000,62520.0000000000
62521,1.0000000000,62521.0000000000
62522,0.9927570013,62069.1532357943
62523,0.9456244472,59123.2773127981
62524,0.9015418719,56368.0039981649
62525,0.8704074781,54422.2275656167
62526,0.8592121502,53723.0989032860
62527,0.8704698162,54427.8661958045
62528,0.9016530335,56378.5608780242
62529,0.9457605144,59137.4592032987
62530,0.9928891495,62085.3585212110
62531,1.0000000000,62531.0000000000
62532,1.0000000000,62532.0000000000
62533,1.0000000000,62533.0000000000
62534,1.0000000000,62534.0000000000
62535,0.9987378361,62456.0705805928
62536,0.9520145092,59535.1793479853
62537,0.9069103955,56715.4554006421
62538,0.8735527575,54630.2423504530
62539,0.8594314393,53747.9827795378
62540,0.8677172455,54267.0365308375
62541,0.8965500607,56071.1373474023
62542,0.9394565273,58755.4901334386
62543,0.9868034903,61717.6506943040
62544,1.0000000000,62544.0000000000
62545,1.0000000000,62545.0000000000
62546,1.0000000000,62546.0000000000
62547,1.0000000000,62547.0000000000
62548,1.0000000000,62548.0000000000
62549,0.9584439305,59949.7094104697
62550,0.9125023393,57077.0213260501
62551,0.8770554297,54860.6941822380
62552,0.8600618952,53798.5916669161
62553,0.8653373043,54129.4443948664
62554,0.8916974801,55779.2441709783
62555,0.9332244069,58377.8527744592
62556,0.9805949490,61342.0976281269
62557,1.0000000000,62557.0000000000
62558,1.0000000000,62558.0000000000
62559,1.0000000000,62559.0000000000
62560,1.0000000000,62560.0000000000
62561,1.0000000000,62561.0000000000
62562,0.9648863872,60365.2221574607
62563,0.9182956774,57451.3324642139
62564,0.8809027158,55112.7975117176
62565,0.8611028630,53874.9006252344
62566,0.8633416171,54015.8316129542
62567,0.8871165934,55504.2238966642
62568,0.9270903548,58006.1893219740
62569,0.9742887464,60960.2725759817
62570,1.0000000000,62570.0000000000
62571,1.0000000000,62571.0000000000
62572,1.0000000000,62572.0000000000
62573,1.0000000000,62573.0000000000
62574,1.0000000000,62574.0000000000
62575,0.9713153007,60780.0549382707
62576,0.9242673761,57836.9553261336
62577,0.8850803028,55385.6701088727
62578,0.8625519706,53976.7772143340
62579,0.8617402935,53926.8458238962
62580,0.8828277304,55247.3593659446
62581,0.9210803628,57642.1301871560
62582,0.9679107031,60573.7876214594
62583,1.0000000000,62583.0000000000
62584,1.0000000000,62584.0000000000
62585,1.0000000000,62585.0000000000
62586,1.0000000000,62586.0000000000
62587,1.0000000000,62587.0000000000
62588,0.9777039468,61192.5346230865
62589,0.9303934811,58232.3975894623
62590,0.8895723873,55678.3357229056
62591,0.8644051200,54103.9808675639
62592,0.8605418696,53863.0367044206
62593,0.8788501531,55009.8676327470
62594,0.9152201005,57287.2869737597
62595,0.9614871362,60184.2872892472
62596,1.0000000000,62596.0000000000
62597,1.0000000000,62597.0000000000
62598,1.0000000000,62598.0000000000
62599,1.0000000000,62599.0000000000
62600,1.0000000000,62600.0000000000
62601,0.9840255678,61600.9845722714
62602,0.9366492088,58636.1137705835
62603,0.8943617268,55989.7271820027
62604,0.8666564871,54256.1627202716
62605,0.8597532555,53824.8525606258
62606,0.8752019627,54792.8940797893
62607,0.9095348034,56943.2454374375
62608,0.9550447535,59793.4419278749
62609,1.0000000000,62609.0000000000
62610,1.0000000000,62610.0000000000
62611,1.0000000000,62611.0000000000
62612,1.0000000000,62612.0000000000
62613,1.0000000000,62613.0000000000
62614,0.9902534851,62003.7317180914
62615,0.9430090426,59046.5112050894
62616,0.8994296973,56318.6899276810
62617,0.8692985276,54432.8659015361
62618,0.8593796881,53812.6373079702
62619,0.8719000106,54597.5067611332
62620,0.9040491609,56611.5584584540
62621,0.9486105442,59402.9408885894
62622,0.9955813172,62345.2932470577
62623,1.0000000000,62623.0000000000
62624,1.0000000000,62624.0000000000
62625,1.0000000000,62625.0000000000
62626,1.0000000000,62626.0000000000
62627,0.9963612137,62399.1137298234
62628,0.9494468339,59461.9563144732
62629,0.9047563585,56663.9859751957
62630,0.8723219910,54633.5262956794
62631,0.8594246916,53826.6278593377
62632,0.8689598129,54424.6909992122
62633,0.8987872058,56293.7390578860
62634,0.9422116666,59014.4855273657
62635,0.9894858635,61976.4470613755
62636,1.0000000000,62636.0000000000
62637,1.0000000000,62637.0000000000
62638,1.0000000000,62638.0000000000
62639,1.0000000000,62639.0000000000
62640,1.0000000000,62640.0000000000
62641,0.9559359068,59880.7811373997
62642,0.9103205244,57024.2982893872
62643,0.8757159424,54857.4737783399
62644,0.8598900444,53866.9519396350
62645,0.8663954707,54275.3442650033
62646,0.8937722040,55991.2534894031
62647,0.9358753341,58629.7820577317
62648,0.9832544182,61598.9227915060
62649,1.0000000000,62649.0000000000
62650,1.0000000000,62650.0000000000
62651,1.0000000000,62651.0000000000
62652,1.0000000000,62652.0000000000
62653,1.0000000000,62653.0000000000
62654,0.9624491669,60301.2901001738
62655,0.9160998414,57398.2355646096
62656,0.8794677913,55103.9339291985
62657,0.8607757528,53933.6263436665
62658,0.8642195947,54150.2713678331
62659,0.8890265475,55705.5144377888
62660,0.9296286991,58250.5342827195
62661,0.9769128008,61214.3330082832
62662,1.0000000000,62662.0000000000
62663,1.0000000000,62663.0000000000
62664,1.0000000000,62664.0000000000
62665,1.0000000000,62665.0000000000
62666,1.0000000000,62666.0000000000
62667,0.9689592130,60721.7670020014
62668,0.9220708718,57784.3373936032
62669,0.8835633283,55372.0302224674
62670,0.8620800327,54026.5556523912
62671,0.8624432350,54050.1799820614
62672,0.8845716485,55437.8743566585
62673,0.9234987353,57878.4362371802
62674,0.9704874943,60824.3332182446
62675,1.0000000000,62675.0000000000
62676,1.0000000000,62676.0000000000
62677,1.0000000000,62677.0000000000
62678,1.0000000000,62678.0000000000
62679,1.0000000000,62679.0000000000
62680,0.9754384522,61140.4821862877
62681,0.9282091832,58181.0798092675
62682,0.8879867696,55660.7866926531
62683,0.8637992984,54145.5314209243
62684,0.8610758174,53975.6765353409
62685,0.8804278372,55189.6189763534
62686,0.9175121203,57515.1647703854
62687,0.9640055384,60430.6151854649
62688,1.0000000000,62688.0000000000
62689,1.0000000000,62689.0000000000
62690,1.0000000000,62690.0000000000
62691,1.0000000000,62691.0000000000
62692,1.0000000000,62692.0000000000
62693,0.9818592167,61555.6998702546
62694,0.9344894437,58586.8811813128
62695,0.8927208082,55969.1310722385
62696,0.8659281589,54290.2318498049
62697,0.8601250855,53927.2624831338
62698,0.8766142622,54961.9610145260
62699,0.9116951164,57162.3721014873
62700,0.9574944179,60034.9000025062
62701,1.0000000000,62701.0000000000
62702,1.0000000000,62702.0000000000
62703,1.0000000000,62703.0000000000
62704,1.0000000000,62704.0000000000
62705,1.0000000000,62705.0000000000
62706,0.9881938826,61965.6856025866
62707,0.9408855223,59000.1084468772
62708,0.8977466734,56295.8983953248
62709,0.8684594229,54460.2219489682
62710,0.8595970498,53905.3309925348
62711,0.8731487956,54756.0341200388
62712,0.9060734529,56821.6783806980
62713,0.9509819485,59638.9309365563
62714,0.9977957125,62575.7603109287
62715,1.0000000000,62715.0000000000
62716,1.0000000000,62716.0000000000
62717,1.0000000000,62717.0000000000
62718,1.0000000000,62718.0000000000
62719,0.9944149910,62368.7138181268
62720,0.9473705940,59419.0836534459
62721,0.9030441967,56639.8350581995
62722,0.8713841109,54654.9542019748
62723,0.8594959434,53910.1640567974
62724,0.8700479415,54572.8870816774
62725,0.9006722087,56494.6642884524
62726,0.9444961592,59244.4660797969
62727,0.9916849259,62205.4203443611
62728,1.0000000000,62728.0000000000
62729,1.0000000000,62729.0000000000
62730,1.0000000000,62730.0000000000
62731,1.0000000000,62731.0000000000
62732,1.0000000000,62732.0000000000
62733,0.9539172491,59842.0907894847
62734,0.9085918852,56999.6033272748
62735,0.8746914758,54873.7697358537
62736,0.8598241849,53941.9300607745
62737,0.8673267503,54413.4783315873
62738,0.8955156956,56182.8637078350
62739,0.9380651721,58853.2708331694
62740,0.9854266239,61825.6663841888
62741,1.0000000000,62741.0000000000
62742,1.0000000000,62742.0000000000
62743,1.0000000000,62743.0000000000
62744,1.0000000000,62744.0000000000
62745,1.0000000000,62745.0000000000
62746,0.9604976075,60267.3828775946
62747,0.9143670021,57373.7862806229
62748,0.8783690317,55115.8999996068
62749,0.8605823490,54000.6818156719
62750,0.8649987374,54278.6707732350
62751,0.8906273446,55887.7565029603
62752,0.9317170808,58467.1102544852
62753,0.9790472592,61438.1526577265
62754,1.0000000000,62754.0000000000
62755,1.0000000000,62755.0000000000
62756,1.0000000000,62756.0000000000
62757,1.0000000000,62757.0000000000
62758,1.0000000000,62758.0000000000
62759,0.9670834351,60693.1893020227
62760,0.9203456528,57760.8931687659
62761,0.8824025900,55380.4689523976
62762,0.8617691450,54086.3550796913
62763,0.8630758084,54169.2269624808
62764,0.8860295940,55610.7614384760
62765,0.9254798264,58087.7413030409
62766,0.9725740076,61044.5801624492
62767,1.0000000000,62767.0000000000
62768,1.0000000000,62768.0000000000
62769,1.0000000000,62769.0000000000
62770,1.0000000000,62770.0000000000
62771,1.0000000000,62771.0000000000
62772,0.9736462649,61117.7233418292
62773,0.9265028783,58159.3651773812
62774,0.8867763048,55666.4957598995
62775,0.8633814031,54198.7675792931
62776,0.8615681896,54085.8046691943
62777,0.8817437800,55353.2292739859
62778,0.9193810732,57716.9050144758
62779,0.9660346561,60646.6896766965
62780,1.0000000000,62780.0000000000
62781,1.0000000000,62781.0000000000
62782,1.0000000000,62782.0000000000
62783,1.0000000000,62783.0000000000
62784,1.0000000000,62784.0000000000
62785,0.9801575198,61539.1898785403
62786,0.9328127540,58567.5815720404
62787,0.8914727252,55972.8979949126
62788,0.8654140687,54337.6185438487
62789,0.8604843658,54028.9528460695
62790,0.8777900313,55116.4360678834
62791,0.9134480840,57356.3186396708
62792,0.9594574866,60246.2544969768
62793,1.0000000000,62793.0000000000
62794,1.0000000000,62794.0000000000
62795,1.0000000000,62795.0000000000
62796,1.0000000000,62796.0000000000
62797,1.0000000000,62797.0000000000
62798,0.9865886373,61955.7932471665
62799,0.9392484945,58983.8662041858
62800,0.8964728557,56298.4953365259
62801,0.8678602055,54502.4887640939
62802,0.8598310250,53999.1080293729
62803,0.8741871682,54901.5767240997
62804,0.9077075948,57007.6677827918
62805,0.9528711556,59845.0729305466
62806,0.9995442375,62777.3753833931
62807,1.0000000000,62807.0000000000
62808,1.0000000000,62808.0000000000
62809,1.0000000000,62809.0000000000
62810,1.0000000000,62810.0000000000
62811,0.9929111970,62365.7451961481
62812,0.9457825631,59406.4943539768
62813,0.9017562250,56642.0137583601
62814,0.8707110068,54692.8411829148
62815,0.8596130096,53996.5911952343
62816,0.8709526047,54709.7588152965
62817,0.9021856914,56672.5985744931
62818,0.9463045715,59444.9605738225
62819,0.9934103383,62405.0440433796
62820,1.0000000000,62820.0000000000
62821,1.0000000000,62821.0000000000
62822,1.0000000000,62822.0000000000
62823,1.0000000000,62823.0000000000
62824,0.9990970477,62767.2729223985
62825,0.9523867869,59833.6998849245
62826,0.9073009613,57002.0901958252
62827,0.8739558156,54908.0220245323
62828,0.8598332765,54021.6050933324
62829,0.8681022572,54541.9967153386
62830,0.8969076861,56352.7099164335
62831,0.9397867678,59047.7424074208
62832,0.9871190659,62022.6651463641
62833,1.0000000000,62833.0000000000
62834,1.0000000000,62834.0000000000
62835,1.0000000000,62835.0000000000
62836,1.0000000000,62836.0000000000
62837,1.0000000000,62837.0000000000
62838,0.9590324753,60263.6826824527
62839,0.9130838759,57377.2776781292
62840,0.8775821525,55147.2624654980
62841,0.8604928642,54074.2320779248
62842,0.8656504579,54399.2060725710
62843,0.8918979971,56049.5458338367
62844,0.9333467752,58655.2447418864
62845,0.9806975511,61631.9375991389
62846,1.0000000000,62846.0000000000
62847,1.0000000000,62847.0000000000
62848,1.0000000000,62848.0000000000
62849,1.0000000000,62849.0000000000
62850,1.0000000000,62850.0000000000
62851,0.9656905435,60694.6163470653
62852,0.9190805529,57766.0509097617
62853,0.8815757537,55409.6808491131
62854,0.8615908686,54154.4324543642
62855,0.8636098744,54282.1986554104
62856,0.8871800301,55764.5879724821
62857,0.9270134917,58269.2870481318
62858,0.9741737026,61234.6105950343
62859,1.0000000000,62859.0000000000
62860,1.0000000000,62860.0000000000
62861,1.0000000000,62861.0000000000
62862,1.0000000000,62862.0000000000
62863,1.0000000000,62863.0000000000
62864,0.9723316383,61124.6561107787
62865,0.9252654463,58166.8122823517
62866,0.8859206159,55694.2854416811
62867,0.8631244271,54262.0433571720
62868,0.8619914360,54191.6775993866
62869,0.8827760626,55499.2482779762
